has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://www.falegnameria-bm.it/chinamainland/index%20(1).html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,143,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,http://annuitiesusaa.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,3,2,10,7,11,1,0,1,3105,0,38,8,41,0,0,0,0,0,0,8,0,0,0,0,0,3,http://www.alysbooks.com,1
1,1,1,0,0,1,0,0,0,0,0,2,2,0,0,42,0,0,14,1,8,70,0,1,0,2470,0,76,5,78,0,1,1,0,0,0,4,1,0,0,0,34,0,http://www.hp-h.us,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.dkfdyzwm.org,1
1,1,1,0,0,1,0,0,1,0,1,2,7,0,53,36,0,0,11,59,18,47,1,1,0,3808,7,46,25,700,0,0,1,0,0,0,15,0,1,0,2,144,0,http://www.asswh.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviacveaiao.visvsai.4161t5.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://support-inbox-case011921.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiscaias.vicsvesai.jdmm35.icu/page1.php,1
1,1,1,0,1,1,0,0,0,0,0,2,2,0,0,4930,0,0,38,10,35,21,1,1,0,149348,1,4942,5,126,0,1,1,0,0,0,4,1,0,0,0,41,0,http://www.ai4africa.org,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://lucios12.github.io/amour/index.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiivcaia.vicsvesai.c18y03.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesceeeeesoas.zukhro.top/jp.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,48,36,0,0,0,81,0,0,0,11,0,0,0,0,0,0,27,0,0,0,0,0,0,https://router-chef.web.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,109,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://alexseaboldclientfr.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiaaaicca.vicsvesai.bwlrdn.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeauaceaocmeoy.sdnrfu.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccny.aeeseaceaocmeoy.qptcsd.top/AU/page1.php,1
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,36,0,0,7,53,0,19,1,1,1,18509,0,66,0,107,0,0,1,0,0,1,2,0,0,0,0,25,0,http://www.short.id.au,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccey.aueseasaomceoy.lgjkee.top/AU/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,4,21,7,50,1,1,1,3440,0,51,9,56,0,1,0,0,0,0,5,1,0,0,0,8,0,http://www.noc.su,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://dangol-v2.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiciavcai.visvsai.ui2siu.icu/page1.php,1
1,1,1,0,0,1,0,0,0,0,0,1,2,0,0,40,0,0,2,0,7,27,1,1,0,5227,0,56,8,68,0,1,1,0,0,1,2,0,0,0,0,51,0,http://www.cw02993.tmweb.ru,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseaccaocmeoy.bmzcgy.top/AU/page1.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://www.lusteri.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviveai.vicsvesai.4lj1od.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiaacvaicca.visvsai.icfpvc.top/page1.php,1
0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,7,0,0,12,36,11,0,0,0,0,2040,6,126,22,81,0,1,0,0,0,0,10,1,0,0,0,7,0,https://rebrand.ly/rtktzlk,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,27,1,0,0,193,0,1,5,6,0,0,0,0,0,0,3,0,0,1,2,1,0,https://stats.sender.net/forms/dldnwd/view,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesaeerd.jg5vw2.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pcccny.aeeauasaaocmeoy.nvwszn.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccy.aceeseacraocmeoy.qynyjk.top/AU/page1.php,1
1,1,1,0,0,1,0,0,1,0,0,7,3,0,260,10,0,0,17,22,11,77,1,1,1,6489,3,17,3,59,0,1,0,0,1,1,9,0,0,0,0,11,0,http://www.mlbfan.org,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccy.aeueseaeaomceoy.glxpxy.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsvciiveai.visvsai.q4nb0o.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsvciiveai.visvsai.4161t5.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseasoaocmeoy.boufbt.top/AU/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,1,25,5,48,1,1,0,3602,0,82,15,60,0,0,0,0,0,0,6,0,0,0,0,7,0,http://coinbasewallet.com.cn/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,62,0,0,0,207,0,3,0,4,0,0,0,0,0,0,12,0,0,0,0,1,1,http://www.jasawebsite.online,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,19,13,9,57,1,1,1,2197,0,12,9,51,0,1,0,0,1,0,19,1,0,0,3,19,0,http://www.interact-labs.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsaorod.xg5mqq.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiicsvcaia.visvsai.208e6a.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsisvcai.vicsvesai.xvto6z.icu/page1.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,7,76,0,1,0,1193,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,http://www.myipinfo.net,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeauaceaocmeoy.yunpgg.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiivai.vicsvesai.mnvhdje.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccoy.aueseacaomceoy.ctkwoc.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccey.aeeseasoaocmeoy.cjjfec.top/AU/page1.php,1
0,1,1,0,0,1,1,0,1,0,0,7,1,0,0,11,0,5,4,4,3,0,0,0,0,1173,0,8,2,49,0,1,1,0,0,1,3,0,0,0,0,3,2,https://nacionalcr.banconacional27.repl.co/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pcccny.aueseasaomceoy.ddwvbd.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseasoaocmeoy.jhougs.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesarerd.wztqb7.icu/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,48,0,0,0,64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://porezna-uprava-f0415.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsicisvcai.visvsai.83y6dk.icu/page1.php,1
1,0,1,0,0,1,0,0,0,0,0,0,6,0,0,10,0,0,39,1,29,31,0,0,0,283,0,13,2,47,0,0,0,0,0,0,25,0,0,0,0,24,0,http://www.akktis.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsaeord.1iui33.icu/page1.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://securityitau.eshost.com.ar/?i_1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviiacvaieca.visvsai.k6yxxb.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccny.aeeseaceaocmeoy.nwgjza.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseaceaocmeoy.ctkwoc.top/AU/page1.php,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,7,16,56,0,0,1,2857,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,http://tinyurl.com/smartbpernet,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.best-practice.se/ipfs/qmcboy277nrttrwvrgkm8nwv26s8dtd3enexna4edbzthr/download.htm?,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiisaviccai.vicsvesai.w5p6z9.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsvciiveai.visvsai.ufnj7h.icu/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,https://generalp01.myportfolio.com/,1
1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,7,12,0,0,0,311,0,5,1,28,0,0,1,1,0,0,4,0,0,0,0,1,0,http://thetamainnetaccess.org,1
1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,18,0,0,23,3,35,20,1,0,1,8559,0,82,4,435,0,0,1,0,1,1,12,0,0,0,0,82,0,http://www.laotiantimes.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macessrerd.no9sh7.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsareod.8jyshd.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rulezbreaker.no-ip.bz,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.s3.tercabilis.info,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,https://palmsnature.myportfolio.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsarerd.cx03ta.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.39slxu3bw.ru,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsarrod.ac3ir9.icu/page1.php,1
1,1,1,0,0,1,0,1,1,0,0,19,1,0,238,0,0,0,5,7,18,43,1,0,1,3694,1,9,1,19,0,0,1,0,1,1,15,0,0,0,0,17,0,http://www.share.jobsadvanced.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pcccny.aeeseasaaocmeoy.hcfugu.top/AU/page1.php,1
1,1,1,0,0,1,0,0,0,0,0,4,4,0,0,12,0,0,15,9,18,50,0,0,1,2229,0,62,10,183,0,0,1,0,0,1,16,0,0,1,3,11,0,http://www.fushing.org,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,0,0,0,59,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,https://dappsappplug.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseasoaocmeoy.utndwl.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccy.aceeseaoraocmeoy.egcbfr.top/AU/page1.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,10,1,0,0,100,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://even.spin.freefire.gratis.com.dnsme.eu.org/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pacccy.aeeauacoaocmeoy.zkspkj.top/AU/page1.php,1
1,1,1,0,0,1,1,1,1,0,0,7,1,0,83,3,0,0,1,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,https://sites.google.com/view/necrologieinfosfroravocal/accueil,1
1,1,1,0,1,1,0,0,1,0,0,28,1,0,0,41,0,0,12,0,9,20,0,1,1,2027,0,124,36,211,0,0,1,0,0,1,4,0,0,0,0,48,0,https://bob.setoon.top/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiicsvcaia.visvsai.2jld0p.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macessrerd.n9k5yv.icu/page1.php,1
1,1,1,0,1,1,0,1,1,0,0,18,1,0,0,44,3,7,34,27,120,51,0,1,1,7739,1,67,21,292,0,1,1,1,1,1,19,1,0,0,0,104,1,http://www.erdelt.nl,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsisvcai.vicsvesai.ey2duy.icu/page1.php,1
1,1,1,0,0,1,1,1,1,0,0,7,1,0,83,3,0,0,1,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,https://sites.google.com/view/continuar-i-t-a-u/p%c3%a1gina-principal,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviiaaiecc.vicsvesai.cx03ta.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiivcaia.vicsvesai.365xvn.icu/page1.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://securityitau.eshost.com.ar/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pacccy.aueseacaomceoy.ohdlut.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiisacvaicca.visvsai.ui2siu.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsarerd.j8vn1q.icu/page1.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://www.bestmobiworld.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pcccny.aeeseasaaocmeoy.zjynwc.top/AU/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,11,0,36,1,1,0,4535,0,4,0,20,0,1,0,0,0,0,7,0,0,0,0,15,0,http://www.alter.drivethrough.top,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,1,0,0,298,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.salazars.me,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiivcaia.vicsvesai.of6jh4.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccy.aceeseaoraocmeoy.cjjfec.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsaeord.1bmro5.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviiacvaieca.visvsai.7myib6.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aescceeeesaas.taiujf.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiivcaia.vicsvesai.lt474l.icu/page1.php,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,7,16,56,0,0,1,2857,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,http://tinyurl.com/ya2n6z3v,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiisaviccai.vicsvesai.0tgbq4.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.orcc.cannca.shop,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiavcai.vicsvesai.ugu66t.icu/page1.php,1
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://vm0y0l.webwave.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccny.aueseacaomceoy.bcvwpq.top/AU/page1.php,1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,23,0,0,0,97,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2,0,https://cebjiankb12.web.app/,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,16,0,0,31,19,32,58,0,1,1,7193,0,26,20,365,0,1,1,0,0,0,7,1,0,0,0,157,0,http://www.effluxmedia.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,55,1,1,0,2026,0,38,16,89,0,0,0,0,1,0,13,1,0,0,0,0,0,http://ryanml.github.io/website,1
1,1,1,0,1,1,0,1,1,0,0,12,1,0,0,18,0,0,24,46,20,93,0,1,1,6345,0,21,30,306,0,1,1,1,0,1,7,1,0,0,0,51,0,http://www.tursaf.org.tr,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,42,1,0,0,407,0,4,1,10,0,0,0,0,0,0,2,0,0,0,0,3,0,http://www.brinks.store,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,0,46,41,140,48,0,1,0,6942,0,61,28,277,0,1,0,0,0,0,12,1,0,0,0,57,0,http://www.hazelmobile.com,1
1,1,1,0,0,1,0,1,0,0,0,3,1,0,0,4,0,0,8,27,50,24,1,1,1,1362,0,5,13,257,0,1,1,1,0,1,21,0,0,0,0,63,0,http://www.surfboarddigital.com,1
